number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
307,,2023-09-12 23:37:40.538842,2023-09-12 23:37:40.982800,0 days 00:00:00.443958,0.9,2.257547577470461,4,4,4.3436721327212116,7.471418571316226,0.7,FAIL
308,,2023-09-12 23:37:40.984800,2023-09-12 23:37:41.612689,0 days 00:00:00.627889,1.0,1.019124704528554,4,31,1.5493630344758604,9.89833497316073,1.0,FAIL
309,,2023-09-12 23:37:41.614689,2023-09-12 23:37:42.262660,0 days 00:00:00.647971,1.0,9.465499527514904,6,16,6.5289039899328785,2.789176549881546,0.6,FAIL
310,,2023-09-12 23:37:42.264660,2023-09-12 23:37:42.731594,0 days 00:00:00.466934,0.5,3.780639158365617,5,70,6.697372041906439,6.326949471352851,0.6,FAIL
311,,2023-09-12 23:37:42.733593,2023-09-12 23:37:43.243504,0 days 00:00:00.509911,1.0,6.669711760792561,5,65,7.699196469227012,6.042653314621077,0.6,FAIL
312,,2023-09-12 23:37:43.245504,2023-09-12 23:37:43.709859,0 days 00:00:00.464355,0.7,7.496681501154101,5,13,1.4822493887284773,9.744266069191948,0.8,FAIL
313,,2023-09-12 23:37:43.710860,2023-09-12 23:37:44.318070,0 days 00:00:00.607210,0.9,4.958096029453132,6,99,9.447052199932726,5.4195194967590705,1.0,FAIL
314,,2023-09-12 23:37:44.320073,2023-09-12 23:37:44.814539,0 days 00:00:00.494466,0.5,8.269568352434561,4,61,9.225142447785851,9.827054072370933,1.0,FAIL
315,,2023-09-12 23:37:44.816539,2023-09-12 23:37:45.255843,0 days 00:00:00.439304,0.7,8.43218122231507,3,40,3.3868562658416606,8.380618111244683,1.0,FAIL
316,,2023-09-12 23:37:45.258358,2023-09-12 23:37:45.698289,0 days 00:00:00.439931,1.0,4.928649922443912,4,30,3.9473426587122664,7.44028053735037,0.8,FAIL
317,,2023-09-12 23:37:45.700292,2023-09-12 23:37:46.426285,0 days 00:00:00.725993,1.0,8.516680900078835,6,81,9.499819450829486,5.380329398621947,1.0,FAIL
318,,2023-09-12 23:37:46.428803,2023-09-12 23:37:46.904685,0 days 00:00:00.475882,0.5,2.86949345012654,6,47,4.967849730359632,3.6334404267169997,0.8,FAIL
319,,2023-09-12 23:37:46.905684,2023-09-12 23:37:47.373777,0 days 00:00:00.468093,0.5,4.623848452724527,5,95,3.1066795034710486,9.967836017125483,0.7,FAIL
320,,2023-09-12 23:37:47.375777,2023-09-12 23:37:47.928420,0 days 00:00:00.552643,0.7,7.92252004010296,3,97,5.776903053109907,2.7285194108230417,0.6,FAIL
321,,2023-09-12 23:37:47.930422,2023-09-12 23:37:48.546116,0 days 00:00:00.615694,1.0,3.020335731185888,4,29,2.3608431856792547,7.7966932805304845,0.7,FAIL
322,,2023-09-12 23:37:48.547621,2023-09-12 23:37:49.180816,0 days 00:00:00.633195,1.0,6.418936751491104,6,82,5.756151892328489,2.9488436305670893,0.8,FAIL
323,,2023-09-12 23:37:49.182816,2023-09-12 23:37:49.578582,0 days 00:00:00.395766,0.7,8.773544735211548,6,79,1.9341052847534133,9.783475999778599,1.0,FAIL
324,,2023-09-12 23:37:49.580584,2023-09-12 23:37:50.094020,0 days 00:00:00.513436,1.0,3.246498880176492,4,34,3.275970427410597,1.2765057662609756,1.0,FAIL
325,,2023-09-12 23:37:50.096020,2023-09-12 23:37:50.643540,0 days 00:00:00.547520,0.5,7.845132671151376,4,66,9.395875471596275,4.297897378560794,0.7,FAIL
326,,2023-09-12 23:37:50.644540,2023-09-12 23:37:51.051653,0 days 00:00:00.407113,1.0,9.377638337885053,5,2,7.737078040341064,4.982586900631856,1.0,FAIL
327,,2023-09-12 23:37:51.053686,2023-09-12 23:37:51.593243,0 days 00:00:00.539557,0.7,4.191640326903363,6,15,6.38224597830351,8.090666922242486,0.8,FAIL
328,,2023-09-12 23:37:51.595243,2023-09-12 23:37:51.998014,0 days 00:00:00.402771,0.5,7.248727634781908,4,15,3.7575116940968543,4.152263790500519,0.8,FAIL
329,,2023-09-12 23:37:52.000018,2023-09-12 23:37:52.495994,0 days 00:00:00.495976,0.5,9.141551272708336,4,16,2.8830646620317517,8.676704247008871,0.7,FAIL
330,,2023-09-12 23:37:52.497499,2023-09-12 23:37:53.098275,0 days 00:00:00.600776,0.7,3.7653398222753927,6,2,3.573456096731922,9.194576850551652,0.6,FAIL
331,,2023-09-12 23:37:53.099277,2023-09-12 23:37:53.455475,0 days 00:00:00.356198,0.5,8.517639957767972,5,42,6.92582944225719,6.512384826653144,0.8,FAIL
332,,2023-09-12 23:37:53.457485,2023-09-12 23:37:53.915305,0 days 00:00:00.457820,0.9,3.7412868256543987,3,17,4.902302373513175,2.712903521860195,0.7,FAIL
333,,2023-09-12 23:37:53.916306,2023-09-12 23:37:54.534529,0 days 00:00:00.618223,1.0,4.744772600145807,6,23,8.336337242798844,7.605722845731223,0.8,FAIL
334,,2023-09-12 23:37:54.536529,2023-09-12 23:37:54.949763,0 days 00:00:00.413234,0.5,9.283926883944236,4,21,1.140153553561543,3.646041160785817,0.7,FAIL
335,,2023-09-12 23:37:54.951765,2023-09-12 23:37:55.555036,0 days 00:00:00.603271,0.7,4.453589176521425,4,26,6.502082623928087,7.1254507128742715,0.6,FAIL
336,,2023-09-12 23:37:55.557540,2023-09-12 23:37:56.074105,0 days 00:00:00.516565,0.5,9.257993062556924,6,57,8.985566687687953,3.708991205055456,1.0,FAIL
337,,2023-09-12 23:37:56.076105,2023-09-12 23:37:56.662637,0 days 00:00:00.586532,1.0,7.3440036979687875,4,48,2.750395331425746,2.4903549769561666,0.6,FAIL
338,,2023-09-12 23:37:56.664638,2023-09-12 23:37:57.133049,0 days 00:00:00.468411,0.5,5.187125323339329,5,92,3.708107552911367,5.128752881945575,0.7,FAIL
339,,2023-09-12 23:37:57.135049,2023-09-12 23:37:57.682797,0 days 00:00:00.547748,0.5,3.486182035507893,4,70,9.767653766175243,7.676141892182085,0.8,FAIL
340,,2023-09-12 23:37:57.684797,2023-09-12 23:37:58.281053,0 days 00:00:00.596256,1.0,1.7864496159571588,4,70,7.260683821962761,2.4257642073348924,1.0,FAIL
341,,2023-09-12 23:37:58.283053,2023-09-12 23:37:58.877781,0 days 00:00:00.594728,0.9,4.212452966271509,5,36,3.0657943457582744,1.6038174176404758,0.6,FAIL
342,,2023-09-12 23:37:58.879793,2023-09-12 23:37:59.487934,0 days 00:00:00.608141,1.0,3.9614399290880034,6,29,2.626302874159956,7.738197071774092,0.8,FAIL
343,,2023-09-12 23:37:59.489935,2023-09-12 23:38:00.002359,0 days 00:00:00.512424,1.0,3.077899139441768,6,24,5.1023219557144,1.4082916517851465,0.8,FAIL
344,,2023-09-12 23:38:00.004359,2023-09-12 23:38:00.580519,0 days 00:00:00.576160,0.5,6.903627379051895,3,20,1.8713664651921267,3.607750373255364,1.0,FAIL
345,,2023-09-12 23:38:00.582519,2023-09-12 23:38:01.292846,0 days 00:00:00.710327,0.9,2.797886708031797,3,9,4.72440019769638,8.03258894394486,1.0,FAIL
346,,2023-09-12 23:38:01.293845,2023-09-12 23:38:01.793002,0 days 00:00:00.499157,0.5,8.525803220373746,3,83,7.875725396357379,6.9942407677096226,0.6,FAIL
347,,2023-09-12 23:38:01.795002,2023-09-12 23:38:02.388350,0 days 00:00:00.593348,0.5,8.87375665713304,5,57,6.745438365234481,6.14678367443667,0.8,FAIL
348,,2023-09-12 23:38:02.390352,2023-09-12 23:38:02.884423,0 days 00:00:00.494071,0.9,8.134841488139063,4,41,9.779660763972483,9.445591623363491,0.8,FAIL
349,,2023-09-12 23:38:02.886423,2023-09-12 23:38:03.375692,0 days 00:00:00.489269,0.7,1.277098010595175,5,65,7.234292887624399,7.224857765656079,0.8,FAIL
350,,2023-09-12 23:38:03.377692,2023-09-12 23:38:03.863392,0 days 00:00:00.485700,0.5,4.295101374373987,6,16,7.215878969067391,6.129926828474358,0.8,FAIL
351,,2023-09-12 23:38:03.865393,2023-09-12 23:38:04.354471,0 days 00:00:00.489078,0.5,2.5521208636880446,3,68,9.630423003505292,1.2307370077534832,1.0,FAIL
352,,2023-09-12 23:38:04.356470,2023-09-12 23:38:04.925813,0 days 00:00:00.569343,0.9,7.269579471151136,5,85,2.604455415865038,2.259779930220074,0.6,FAIL
353,,2023-09-12 23:38:04.927318,2023-09-12 23:38:05.529610,0 days 00:00:00.602292,0.9,1.2160293698766589,6,29,9.171406601949624,6.880130033684306,0.6,FAIL
354,,2023-09-12 23:38:05.531611,2023-09-12 23:38:06.070667,0 days 00:00:00.539056,1.0,6.860722211435818,4,29,8.523445046287321,3.9419582011641396,0.6,FAIL
355,,2023-09-12 23:38:06.071668,2023-09-12 23:38:06.749122,0 days 00:00:00.677454,1.0,1.10979611733439,5,52,3.8545422495045893,8.876643962838306,0.6,FAIL
356,,2023-09-12 23:38:06.750123,2023-09-12 23:38:07.282780,0 days 00:00:00.532657,1.0,1.4386885422239595,4,11,2.192300432567503,6.559034711280779,0.8,FAIL
357,,2023-09-12 23:38:07.283781,2023-09-12 23:38:07.870557,0 days 00:00:00.586776,0.7,7.246236976266015,3,62,4.046237819033181,3.5774002528856252,0.8,FAIL
358,,2023-09-12 23:38:07.872556,2023-09-12 23:38:08.426347,0 days 00:00:00.553791,0.5,7.0858367114750305,4,42,6.451844938404,4.160215078407131,0.8,FAIL
359,,2023-09-12 23:38:08.427851,2023-09-12 23:38:08.937365,0 days 00:00:00.509514,0.5,3.3851014276612528,5,89,7.210063133005566,7.476800069013932,1.0,FAIL
360,,2023-09-12 23:38:08.938872,2023-09-12 23:38:09.445310,0 days 00:00:00.506438,0.5,5.046099324117471,3,91,1.989587553869275,3.614868257355446,0.7,FAIL
361,,2023-09-12 23:38:09.446310,2023-09-12 23:38:09.810753,0 days 00:00:00.364443,0.7,5.454438812215228,4,39,8.897962465399427,7.364334368274017,1.0,FAIL
362,,2023-09-12 23:38:09.812753,2023-09-12 23:38:10.323657,0 days 00:00:00.510904,0.7,1.7705588189295527,6,49,9.888955763734831,7.235976488242929,0.8,FAIL
363,,2023-09-12 23:38:10.324657,2023-09-12 23:38:10.979484,0 days 00:00:00.654827,0.7,7.266446368748908,4,61,6.543802436510473,8.214581803768368,1.0,FAIL
364,,2023-09-12 23:38:10.981486,2023-09-12 23:38:11.587703,0 days 00:00:00.606217,0.9,1.991759363092216,5,38,7.33445252695129,3.4593209436988452,0.7,FAIL
365,,2023-09-12 23:38:11.589210,2023-09-12 23:38:12.107470,0 days 00:00:00.518260,0.9,5.516120841757569,4,3,3.3905701844594534,6.066030181187669,0.7,FAIL
366,,2023-09-12 23:38:12.109471,2023-09-12 23:38:12.573941,0 days 00:00:00.464470,0.5,5.075552081496136,6,77,4.537992448616116,3.869940401476782,0.8,FAIL
367,,2023-09-12 23:38:12.575940,2023-09-12 23:38:13.022272,0 days 00:00:00.446332,0.5,7.221477904440054,4,99,5.750273050798448,1.813361264753234,0.7,FAIL
368,,2023-09-12 23:38:13.023272,2023-09-12 23:38:13.591467,0 days 00:00:00.568195,0.5,1.3797011150654634,4,47,1.9614064943932834,3.8874528120945975,0.8,FAIL
369,,2023-09-12 23:38:13.593467,2023-09-12 23:38:14.203389,0 days 00:00:00.609922,1.0,5.980488907146396,3,67,8.59879415865536,9.588737458039612,0.7,FAIL
370,,2023-09-12 23:38:14.205389,2023-09-12 23:38:14.965500,0 days 00:00:00.760111,0.9,3.7927104651625707,3,51,7.935065132024977,7.920399468039745,1.0,FAIL
371,,2023-09-12 23:38:14.967500,2023-09-12 23:38:15.454900,0 days 00:00:00.487400,0.5,2.285211437627868,3,79,7.332220219671014,5.685324584913264,0.7,FAIL
372,,2023-09-12 23:38:15.455900,2023-09-12 23:38:16.143174,0 days 00:00:00.687274,1.0,4.0862479873570745,6,88,7.1085310669787365,6.811479373839164,0.7,FAIL
373,,2023-09-12 23:38:16.145174,2023-09-12 23:38:16.862123,0 days 00:00:00.716949,0.9,4.448028497823632,4,37,5.064668899424508,9.75340503122264,0.8,FAIL
374,,2023-09-12 23:38:16.863123,2023-09-12 23:38:17.473028,0 days 00:00:00.609905,1.0,7.7265598366585895,3,37,8.683936906025542,1.5616820457118537,0.6,FAIL
375,,2023-09-12 23:38:17.474028,2023-09-12 23:38:18.083651,0 days 00:00:00.609623,0.9,2.0631429340329532,6,32,9.43371653612996,6.82011764771484,0.7,FAIL
376,,2023-09-12 23:38:18.084651,2023-09-12 23:38:18.664823,0 days 00:00:00.580172,1.0,9.206684157720584,3,100,6.6365369000159795,6.717636276381962,0.7,FAIL
377,,2023-09-12 23:38:18.665822,2023-09-12 23:38:19.208847,0 days 00:00:00.543025,0.5,3.4231985415213697,4,97,1.7393870086039138,8.467412105277322,0.7,FAIL
378,,2023-09-12 23:38:19.210849,2023-09-12 23:38:19.820086,0 days 00:00:00.609237,0.9,5.7386328462247445,6,57,3.1623054822879926,7.751433464535179,0.7,FAIL
379,,2023-09-12 23:38:19.822086,2023-09-12 23:38:20.370236,0 days 00:00:00.548150,0.7,2.9623600530924357,3,55,6.329566718948749,7.52459229426135,0.7,FAIL
380,,2023-09-12 23:38:20.372236,2023-09-12 23:38:20.818109,0 days 00:00:00.445873,0.7,9.645600547924921,6,29,9.098496129873869,2.945240287079247,0.7,FAIL
381,,2023-09-12 23:38:20.820112,2023-09-12 23:38:21.317356,0 days 00:00:00.497244,1.0,2.2439595152580005,5,86,3.659508184583223,3.5091754721722745,0.6,FAIL
382,,2023-09-12 23:38:21.319366,2023-09-12 23:38:21.784849,0 days 00:00:00.465483,0.5,3.1539452343267933,5,49,8.63386054095847,4.429578692780202,0.8,FAIL
383,,2023-09-12 23:38:21.785849,2023-09-12 23:38:22.305886,0 days 00:00:00.520037,0.7,7.481778209225527,5,18,6.9497011814815,9.099243652725885,0.6,FAIL
384,,2023-09-12 23:38:22.308486,2023-09-12 23:38:22.863677,0 days 00:00:00.555191,1.0,8.208686623406063,6,18,8.700345990188023,4.87567130367468,0.6,FAIL
385,,2023-09-12 23:38:22.865677,2023-09-12 23:38:23.339243,0 days 00:00:00.473566,0.5,4.538274160501437,6,36,3.155754871726525,1.8235714693717928,0.7,FAIL
386,,2023-09-12 23:38:23.341244,2023-09-12 23:38:23.945961,0 days 00:00:00.604717,0.9,4.869278789946878,6,99,3.4815281263712876,7.123262646510907,0.8,FAIL
387,,2023-09-12 23:38:23.948477,2023-09-12 23:38:24.396031,0 days 00:00:00.447554,0.9,9.331992004204197,4,50,3.9667228570876465,8.804232902631956,1.0,FAIL
388,,2023-09-12 23:38:24.397537,2023-09-12 23:38:24.945237,0 days 00:00:00.547700,0.7,2.83534120762534,5,17,8.830473698716634,6.5265206219489595,0.6,FAIL
389,,2023-09-12 23:38:24.946237,2023-09-12 23:38:25.463724,0 days 00:00:00.517487,0.9,4.692451064022743,3,9,4.073279068387737,2.1312284866742712,0.7,FAIL
390,,2023-09-12 23:38:25.464724,2023-09-12 23:38:25.894076,0 days 00:00:00.429352,0.7,1.163779117814642,3,27,4.788494640016969,9.580815766990321,0.7,FAIL
391,,2023-09-12 23:38:25.895076,2023-09-12 23:38:26.394054,0 days 00:00:00.498978,0.5,3.429324597403039,6,3,3.296222160779938,7.6726032601114245,0.7,FAIL
392,,2023-09-12 23:38:26.395054,2023-09-12 23:38:26.945055,0 days 00:00:00.550001,0.9,8.446531034638038,4,30,3.1287481703047106,8.087651499528981,0.7,FAIL
393,,2023-09-12 23:38:26.946055,2023-09-12 23:38:27.524261,0 days 00:00:00.578206,0.9,7.982753129180263,4,80,3.7520759281788747,2.599230621932077,1.0,FAIL
394,,2023-09-12 23:38:27.526261,2023-09-12 23:38:27.995321,0 days 00:00:00.469060,0.7,9.150104721932397,4,24,2.8715943686374876,9.110647035184487,0.7,FAIL
395,,2023-09-12 23:38:27.997320,2023-09-12 23:38:28.521908,0 days 00:00:00.524588,1.0,2.515419909620411,4,51,6.870978598153973,8.938085400701496,1.0,FAIL
396,,2023-09-12 23:38:28.523909,2023-09-12 23:38:29.119540,0 days 00:00:00.595631,0.7,4.701648231905391,5,23,5.606823730389703,8.737373229188517,0.7,FAIL
397,,2023-09-12 23:38:29.121539,2023-09-12 23:38:29.673165,0 days 00:00:00.551626,0.9,5.7086808714462585,5,43,8.83509359125054,8.32233923644419,0.8,FAIL
398,,2023-09-12 23:38:29.675165,2023-09-12 23:38:30.219041,0 days 00:00:00.543876,0.5,4.256243648524782,4,43,2.0441461934138037,5.839103261765854,0.6,FAIL
399,,2023-09-12 23:38:30.221042,2023-09-12 23:38:30.734989,0 days 00:00:00.513947,0.5,6.270597302351698,3,85,9.67265069793391,2.8072696999996927,0.6,FAIL
400,,2023-09-12 23:38:30.735988,2023-09-12 23:38:31.228381,0 days 00:00:00.492393,1.0,5.732130018874078,6,72,8.508734585411029,5.339730571742398,1.0,FAIL
401,,2023-09-12 23:38:31.230382,2023-09-12 23:38:31.744391,0 days 00:00:00.514009,0.7,8.664914229756732,6,44,1.6340901551819238,5.127541788177612,0.8,FAIL
402,,2023-09-12 23:38:31.746391,2023-09-12 23:38:32.332472,0 days 00:00:00.586081,0.5,5.636820059793242,4,76,2.388034319588012,9.018762015801881,0.6,FAIL
403,,2023-09-12 23:38:32.334471,2023-09-12 23:38:32.940367,0 days 00:00:00.605896,1.0,3.7389158322338556,3,27,3.3580373116713047,9.510201491172674,0.7,FAIL
404,,2023-09-12 23:38:32.942367,2023-09-12 23:38:33.385472,0 days 00:00:00.443105,0.5,6.052750934384409,5,83,1.6891049155730207,6.2287383708402375,0.6,FAIL
405,,2023-09-12 23:38:33.387977,2023-09-12 23:38:33.975339,0 days 00:00:00.587362,0.9,4.112211033024902,4,9,4.511277227914304,7.900240383929316,0.8,FAIL
406,,2023-09-12 23:38:33.977339,2023-09-12 23:38:34.480839,0 days 00:00:00.503500,0.7,4.7895210255801475,5,14,7.083189935878478,4.0233884748143485,0.7,FAIL
407,,2023-09-12 23:38:34.482839,2023-09-12 23:38:35.139223,0 days 00:00:00.656384,1.0,9.782503549190617,3,45,7.926065694951954,3.926023618949876,0.8,FAIL
408,,2023-09-12 23:38:35.141224,2023-09-12 23:38:35.940009,0 days 00:00:00.798785,0.9,6.809374196985741,6,88,5.486785207820603,5.958075656704732,0.6,FAIL
409,,2023-09-12 23:38:35.942009,2023-09-12 23:38:36.550321,0 days 00:00:00.608312,0.9,3.01111402066451,6,20,1.071164261329507,6.248977574306672,0.6,FAIL
410,,2023-09-12 23:38:36.552321,2023-09-12 23:38:37.112568,0 days 00:00:00.560247,0.5,2.4678822771730062,3,5,7.795162160192234,9.134419605514095,0.8,FAIL
411,,2023-09-12 23:38:37.114568,2023-09-12 23:38:37.671603,0 days 00:00:00.557035,0.9,5.848937801372126,5,83,4.3831647606468485,8.035351063057806,0.8,FAIL
412,,2023-09-12 23:38:37.672603,2023-09-12 23:38:38.092449,0 days 00:00:00.419846,0.7,8.367829750184995,5,38,6.120380632911488,2.3262800209160908,1.0,FAIL
413,,2023-09-12 23:38:38.093449,2023-09-12 23:38:38.738720,0 days 00:00:00.645271,1.0,4.790462825672712,6,85,9.635796092932038,3.8220066145968845,0.8,FAIL
414,,2023-09-12 23:38:38.740225,2023-09-12 23:38:39.352854,0 days 00:00:00.612629,1.0,5.729203749289382,3,67,2.1517857649264256,2.367292840267652,0.7,FAIL
415,,2023-09-12 23:38:39.353854,2023-09-12 23:38:39.903922,0 days 00:00:00.550068,0.7,2.9116075936931427,6,31,5.723552200936024,7.977558593713992,0.7,FAIL
416,,2023-09-12 23:38:39.905922,2023-09-12 23:38:40.381998,0 days 00:00:00.476076,1.0,3.1114066260798543,4,40,4.941832752804597,1.2748225748678008,0.8,FAIL
417,,2023-09-12 23:38:40.382998,2023-09-12 23:38:40.834974,0 days 00:00:00.451976,0.7,6.921370831060751,6,44,7.005971906588948,5.819170368086227,1.0,FAIL
418,,2023-09-12 23:38:40.837479,2023-09-12 23:38:41.359126,0 days 00:00:00.521647,0.5,2.4550341829000253,6,65,6.372655334026215,1.8278675767587034,0.8,FAIL
419,,2023-09-12 23:38:41.361127,2023-09-12 23:38:41.902202,0 days 00:00:00.541075,0.9,9.1742739122706,3,4,4.738119097637975,9.511019247892824,0.7,FAIL
420,,2023-09-12 23:38:41.904201,2023-09-12 23:38:42.473735,0 days 00:00:00.569534,0.9,6.26708785462823,4,28,9.644739403864838,8.40485580360386,0.6,FAIL
421,,2023-09-12 23:38:42.474735,2023-09-12 23:38:43.003730,0 days 00:00:00.528995,0.5,6.869110754478381,3,58,7.706534385443361,2.3608154832474124,1.0,FAIL
422,,2023-09-12 23:38:43.005730,2023-09-12 23:38:43.601442,0 days 00:00:00.595712,1.0,6.050841033930241,5,47,6.253419127092171,7.823840849092674,0.6,FAIL
423,,2023-09-12 23:38:43.603442,2023-09-12 23:38:44.217400,0 days 00:00:00.613958,0.9,1.3557576651085692,6,76,1.4050576487566238,1.0855730739458989,0.6,FAIL
424,,2023-09-12 23:38:44.219414,2023-09-12 23:38:44.626765,0 days 00:00:00.407351,0.5,9.888532995929342,3,43,6.482133746842842,6.991868119173192,1.0,FAIL
425,,2023-09-12 23:38:44.628270,2023-09-12 23:38:45.101905,0 days 00:00:00.473635,0.9,9.402113490060039,6,78,6.5150490433943045,1.6216327616076802,0.8,FAIL
426,,2023-09-12 23:38:45.103905,2023-09-12 23:38:45.654441,0 days 00:00:00.550536,0.7,9.128363883905061,5,64,2.0117874657174477,7.625393048557407,0.7,FAIL
427,,2023-09-12 23:38:45.656441,2023-09-12 23:38:46.177646,0 days 00:00:00.521205,0.9,3.8940079656280933,4,6,8.034956518283007,7.625310889783223,0.7,FAIL
428,,2023-09-12 23:38:46.179153,2023-09-12 23:38:46.794180,0 days 00:00:00.615027,1.0,6.270409039179822,5,33,2.5335221172183093,1.8838230874737614,1.0,FAIL
429,,2023-09-12 23:38:46.796180,2023-09-12 23:38:47.462590,0 days 00:00:00.666410,1.0,6.407611814035848,4,96,5.767072087140907,2.822202875679899,0.6,FAIL
430,,2023-09-12 23:38:47.464590,2023-09-12 23:38:48.004438,0 days 00:00:00.539848,0.5,5.5013069618569785,3,59,3.5067254343154857,3.8813507990028024,0.8,FAIL
431,,2023-09-12 23:38:48.006438,2023-09-12 23:38:48.498971,0 days 00:00:00.492533,0.5,4.887931286012163,3,86,1.2704194318778086,3.827705686020747,0.6,FAIL
432,,2023-09-12 23:38:48.500973,2023-09-12 23:38:48.941806,0 days 00:00:00.440833,0.5,9.31299714760698,4,36,2.5837642164345764,4.105846610439382,0.6,FAIL
433,,2023-09-12 23:38:48.943805,2023-09-12 23:38:49.760442,0 days 00:00:00.816637,0.7,7.980465072691728,6,88,3.8962736638592803,2.5800460531115466,0.6,FAIL
434,,2023-09-12 23:38:49.762458,2023-09-12 23:38:50.249974,0 days 00:00:00.487516,0.9,7.584833469597347,6,27,5.538116056870453,4.916922371326903,1.0,FAIL
435,,2023-09-12 23:38:50.251975,2023-09-12 23:38:50.886360,0 days 00:00:00.634385,1.0,3.5432556758316305,4,8,8.721443293330612,4.611488732537694,0.8,FAIL
436,,2023-09-12 23:38:50.887864,2023-09-12 23:38:51.539496,0 days 00:00:00.651632,1.0,1.4614133089112031,6,20,2.979477198850563,8.29491509813557,0.7,FAIL
437,,2023-09-12 23:38:51.541497,2023-09-12 23:38:52.219246,0 days 00:00:00.677749,1.0,3.5914814342684647,4,64,6.431547298440817,7.3421447845502374,0.6,FAIL
438,,2023-09-12 23:38:52.221248,2023-09-12 23:38:52.773385,0 days 00:00:00.552137,0.7,1.9982795537597036,6,61,9.668008690235583,3.656061134336602,0.8,FAIL
439,,2023-09-12 23:38:52.775385,2023-09-12 23:38:53.259414,0 days 00:00:00.484029,0.9,5.031559968884989,6,65,2.503969172338871,6.466190630603438,0.8,FAIL
440,,2023-09-12 23:38:53.261415,2023-09-12 23:38:53.750318,0 days 00:00:00.488903,0.5,2.5140004274079573,4,8,5.982477952704376,3.712862734267732,0.8,FAIL
441,,2023-09-12 23:38:53.752317,2023-09-12 23:38:54.353414,0 days 00:00:00.601097,0.9,9.760084767249555,5,80,6.357219920226272,8.529013694029633,0.6,FAIL
442,,2023-09-12 23:38:54.355412,2023-09-12 23:38:54.965159,0 days 00:00:00.609747,0.5,8.72804877367754,5,81,5.00512273701273,5.247031847585723,0.8,FAIL
443,,2023-09-12 23:38:54.966159,2023-09-12 23:38:55.584237,0 days 00:00:00.618078,0.9,6.422139500784194,6,60,2.377364320961739,3.8369060249840836,0.6,FAIL
444,,2023-09-12 23:38:55.586237,2023-09-12 23:38:56.064195,0 days 00:00:00.477958,0.9,7.155274873220189,5,41,9.853314689130281,1.8908175971276684,0.7,FAIL
445,,2023-09-12 23:38:56.066195,2023-09-12 23:38:56.690078,0 days 00:00:00.623883,1.0,5.814442275312826,6,72,9.989253446781024,9.441820334078098,0.7,FAIL
446,,2023-09-12 23:38:56.692077,2023-09-12 23:38:57.395944,0 days 00:00:00.703867,1.0,6.247005451842249,3,100,5.663348271011701,8.827346607827295,0.8,FAIL
447,,2023-09-12 23:38:57.398460,2023-09-12 23:38:57.913986,0 days 00:00:00.515526,0.7,4.351497867029782,6,26,8.214645804967022,1.9911464856414032,1.0,FAIL
448,,2023-09-12 23:38:57.915984,2023-09-12 23:38:58.505145,0 days 00:00:00.589161,0.5,5.970457451402056,3,35,3.1339798489428774,4.548265911192326,0.7,FAIL
449,,2023-09-12 23:38:58.507651,2023-09-12 23:38:59.099917,0 days 00:00:00.592266,0.5,6.489238914501764,4,76,4.888156523213917,4.001874273809952,0.8,FAIL
450,,2023-09-12 23:38:59.101918,2023-09-12 23:38:59.652596,0 days 00:00:00.550678,1.0,6.802421882835061,4,100,8.59129028939228,5.920775957660494,0.6,FAIL
451,,2023-09-12 23:38:59.653596,2023-09-12 23:39:00.214763,0 days 00:00:00.561167,0.9,7.623418055049291,4,87,1.4258299971562036,5.711052653092093,1.0,FAIL
452,,2023-09-12 23:39:00.216763,2023-09-12 23:39:00.789973,0 days 00:00:00.573210,0.9,4.691918661875709,5,91,7.957452151049213,8.309243309309577,0.6,FAIL
453,,2023-09-12 23:39:00.791974,2023-09-12 23:39:01.446756,0 days 00:00:00.654782,0.9,5.586617093778726,5,77,9.47748696444555,1.473374602840918,0.8,FAIL
454,,2023-09-12 23:39:01.448261,2023-09-12 23:39:01.859607,0 days 00:00:00.411346,0.5,1.175351760406792,5,40,7.100648655166693,6.1192374740477256,0.6,FAIL
455,,2023-09-12 23:39:01.860608,2023-09-12 23:39:02.458822,0 days 00:00:00.598214,0.5,6.255739238269769,5,63,1.6599774628031536,2.284362599503064,0.7,FAIL
456,,2023-09-12 23:39:02.460824,2023-09-12 23:39:03.101988,0 days 00:00:00.641164,0.7,5.3911682771820555,6,20,7.857167473320583,6.05280686941528,0.6,FAIL
457,,2023-09-12 23:39:03.103988,2023-09-12 23:39:03.769255,0 days 00:00:00.665267,0.9,7.488981167270698,4,48,2.411223600754998,8.291468067035925,0.7,FAIL
458,,2023-09-12 23:39:03.771256,2023-09-12 23:39:04.208958,0 days 00:00:00.437702,0.5,6.771995843245275,5,94,9.484407445349273,3.046501102567543,1.0,FAIL
459,,2023-09-12 23:39:04.210960,2023-09-12 23:39:04.887438,0 days 00:00:00.676478,0.7,9.798195809198406,4,65,6.418487539982447,7.332448413756794,1.0,FAIL
460,,2023-09-12 23:39:04.887943,2023-09-12 23:39:05.479058,0 days 00:00:00.591115,0.9,3.8150095589441357,3,63,5.921159748404923,5.132698492574625,0.6,FAIL
461,,2023-09-12 23:39:05.480059,2023-09-12 23:39:05.973928,0 days 00:00:00.493869,0.9,2.2757558680595076,6,4,6.440741165524741,8.49547850937719,0.8,FAIL
